,ethnicity,marital_status,owner_type,gender,use,age,bld_val,year_built,roof_age
21,Unknown,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,Single Family Residence,57.00301204819277,313000.0,1920.0,17.0
22,Western European,Married,Unknown or not provided,Female,Single Family Residence,53.0,307000.0,1961.0,6.0
23,Western European,Married,Unknown or not provided,Female,Single Family Residence,53.0,307000.0,1961.0,6.0
24,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),57.00301204819277,2995000.0,1924.8025078369906,18.0
25,Hispanic,Single,Unknown or not provided,Male,Single Family Residence,61.0,261000.0,1960.0,17.0
26,Hispanic,Single,Unknown or not provided,Male,Single Family Residence,61.0,261000.0,1960.0,17.0
27,Western European,Single,Company/Corporation/Incorporated,Female,"Duplex (2 units, any combination)",25.0,485000.0,1889.0,18.0
28,Western European,Married,Company/Corporation/Incorporated,Male,Single Family Residence,56.0,367000.0,1970.0,17.0
29,Western European,Married,Company/Corporation/Incorporated,Male,Single Family Residence,56.0,367000.0,1970.0,17.0
30,Western European,Separated,Trust,Female,Single Family Residence,77.0,578000.0,1905.0,17.0
31,Western European,Married,Trust,Female,Single Family Residence,78.0,288000.0,1954.0,17.0
32,Western European,Married,Trust,Female,Single Family Residence,78.0,288000.0,1954.0,17.0
33,Unknown,Unknown,Trustee,Unknown,Single Family Residence,57.00301204819277,262000.0,1956.0,17.0
34,Western European,Married,Trust,Female,Single Family Residence,78.0,288000.0,1954.0,17.0
35,Western European,Married,Trust,Female,Single Family Residence,78.0,288000.0,1954.0,17.0
36,Western European,Separated,Trust,Female,Single Family Residence,77.0,578000.0,1905.0,17.0
37,Unknown,Unknown,Trustee,Unknown,Single Family Residence,57.00301204819277,262000.0,1956.0,17.0
38,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,57.00301204819277,274000.0,1905.0,16.448634590377115
39,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,58.0,441000.0,1997.0,17.0
40,Western European,Single,Unknown or not provided,Male,Single Family Residence,63.0,564000.0,1991.0,17.0
41,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),57.00301204819277,536000.0,1900.0,8.0
42,Western European,Married,Unknown or not provided,Male,Single Family Residence,59.0,306000.0,1900.0,17.0
43,Western European,Unknown,Unknown or not provided,Male,"Duplex (2 units, any combination)",39.0,459000.0,1905.0,18.0
44,Mediterranean,Married,Joint Tenant/Joint Tenant with right of Survivorship,Male,Single Family Residence,49.0,258000.0,1940.0,17.0
45,Western European,Married,Unknown or not provided,Female,Single Family Residence,67.0,356000.0,1940.0,17.0
46,Unknown,Unknown,Unknown or not provided,Unknown,Single Family Residence,57.00301204819277,240000.0,1900.0,17.0
47,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Male,Single Family Residence,70.0,272000.0,1956.0,17.0
48,Unknown,Unknown,Unmarried Man,Unknown,Apartment house (5+ units),57.00301204819277,417000.0,1912.0,17.0
49,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),57.00301204819277,2995000.0,1924.8025078369906,18.0
50,Western European,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Male,Single Family Residence,57.00301204819277,386000.0,2006.0,9.0
51,Western European,Unknown,Unknown or not provided,Male,Apartment house (5+ units),57.00301204819277,235000.0,1924.8025078369906,17.0
52,Western European,Unknown,Unknown or not provided,Male,Apartment house (5+ units),57.00301204819277,235000.0,1924.8025078369906,17.0
53,Western European,Single,Unmarried Woman,Unknown,Single Family Residence,59.0,510000.0,1983.0,17.0
54,Western European,Single,Unmarried Woman,Unknown,Single Family Residence,59.0,510000.0,1983.0,17.0
55,Unknown,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,"Duplex (2 units, any combination)",57.00301204819277,387000.0,1860.0,6.0
56,Unknown,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,"Duplex (2 units, any combination)",57.00301204819277,387000.0,1860.0,6.0
57,Other,Single,Unknown or not provided,Female,Single Family Residence,39.0,233000.0,1940.0,17.0
58,Unknown,Unknown,Trustee,Unknown,Apartment house (5+ units),57.00301204819277,529000.0,1924.8025078369906,17.0
59,Unknown,Unknown,Trustee,Unknown,Apartment house (5+ units),57.00301204819277,529000.0,1924.8025078369906,17.0
60,Unknown,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,Single Family Residence,57.00301204819277,237000.0,1989.0,17.0
61,Unknown,Unknown,Unknown or not provided,Unknown,"Triplex (3 units, any combination)",57.00301204819277,508000.0,1860.0,18.0
62,Unknown,Unknown,Unknown or not provided,Unknown,"Triplex (3 units, any combination)",57.00301204819277,508000.0,1860.0,18.0
63,Unknown,Unknown,Unknown or not provided,Unknown,"Triplex (3 units, any combination)",57.00301204819277,508000.0,1860.0,18.0
64,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),57.00301204819277,240000.0,1924.8025078369906,17.0
65,Unknown,Unknown,Unknown or not provided,Unknown,"Triplex (3 units, any combination)",57.00301204819277,458000.0,1908.0,17.0
66,Western European,Married,Unknown or not provided,Male,Single Family Residence,59.0,306000.0,1900.0,17.0
67,Western European,Unknown,Unknown or not provided,Male,"Duplex (2 units, any combination)",39.0,459000.0,1905.0,18.0
68,Western European,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,Single Family Residence,57.00301204819277,225000.0,1953.0,17.0
69,Mediterranean,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,"Duplex (2 units, any combination)",73.0,385000.0,1924.8025078369906,17.0
70,Western European,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Female,"Duplex (2 units, any combination)",57.00301204819277,482000.0,1867.0,17.0
71,Western European,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Female,"Duplex (2 units, any combination)",57.00301204819277,482000.0,1867.0,17.0
72,Mediterranean,Married,Joint Tenant/Joint Tenant with right of Survivorship,Male,Single Family Residence,49.0,258000.0,1940.0,17.0
73,Western European,Single,Unknown or not provided,Female,"Duplex (2 units, any combination)",80.0,522000.0,1889.0,17.0
74,Western European,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Male,Single Family Residence,74.0,246000.0,1953.0,17.0
75,Western European,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Male,Single Family Residence,74.0,246000.0,1953.0,17.0
76,Western European,Single,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,37.0,335000.0,1921.0,17.0
77,Western European,Single,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,37.0,335000.0,1921.0,17.0
78,Unknown,Unknown,Unknown or not provided,Unknown,"Triplex (3 units, any combination)",57.00301204819277,454000.0,1899.0,18.0
79,Western European,Married,Unknown or not provided,Female,Single Family Residence,38.0,279000.0,1945.0,17.0
80,Unknown,Unknown,Limited Partnership,Unknown,Apartment house (5+ units),57.00301204819277,368000.0,1924.8025078369906,17.0
81,Hispanic,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Condominium,45.0,427000.0,2004.0,11.0
82,Other,Unknown,Unknown or not provided,Male,"Triplex (3 units, any combination)",57.00301204819277,533000.0,1863.0,17.0
83,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),57.00301204819277,435000.0,1924.8025078369906,17.0
84,Eastern European,Married,Unknown or not provided,Female,Single Family Residence,48.0,203000.0,1965.0,17.0
85,Other,Married,Joint Tenant/Joint Tenant with right of Survivorship,Male,Apartment house (5+ units),70.0,200000.0,1924.8025078369906,18.0
86,Unknown,Unknown,Unknown or not provided,Unknown,"Duplex (2 units, any combination)",57.00301204819277,392000.0,1900.0,17.0
87,Other,Married,Joint Tenant/Joint Tenant with right of Survivorship,Male,Apartment house (5+ units),70.0,200000.0,1924.8025078369906,18.0
88,Western European,Single,Unknown or not provided,Unknown,Single Family Residence,81.0,303000.0,1928.0,17.0
89,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),57.00301204819277,281000.0,1924.8025078369906,17.0
90,Middle Eastern,Unknown,Unknown or not provided,Male,Single Family Residence,61.0,261000.0,1948.0,17.0
91,Other,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,54.0,266000.0,1985.0,17.0
92,Western European,Unknown,Unknown or not provided,Male,"Triplex (3 units, any combination)",57.00301204819277,572000.0,1900.0,17.0
93,Unknown,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,"Triplex (3 units, any combination)",57.00301204819277,464000.0,1897.0,18.0
94,Unknown,Unknown,Unknown or not provided,Unknown,"Duplex (2 units, any combination)",57.00301204819277,302000.0,1964.0,17.0
95,Unknown,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,"Triplex (3 units, any combination)",57.00301204819277,464000.0,1897.0,18.0
96,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Male,Single Family Residence,62.0,367000.0,1989.0,17.0
97,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),57.00301204819277,2995000.0,1924.8025078369906,18.0
98,Unknown,Unknown,Unknown or not provided,Unknown,Single Family Residence,57.00301204819277,235000.0,1900.0,17.0
99,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),57.00301204819277,415000.0,1924.8025078369906,17.0
100,Unknown,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,Single Family Residence,57.00301204819277,799000.0,1998.0,18.0
101,Unknown,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,Single Family Residence,57.00301204819277,313000.0,1920.0,17.0
102,Unknown,Unknown,Unknown or not provided,Unknown,Single Family Residence,57.00301204819277,218000.0,1950.0,18.0
103,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Male,Single Family Residence,42.0,296000.0,2015.0,16.448634590377115
104,Unknown,Unknown,Trustee,Unknown,Single Family Residence,57.00301204819277,262000.0,1956.0,17.0
105,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),57.00301204819277,332000.0,1924.8025078369906,17.0
106,Western European,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,32.0,339000.0,1921.0,11.0
107,Western European,Married,Life Estate,Female,Single Family Residence,79.0,208000.0,1954.0,17.0
108,East Asian,Unknown,Company/Corporation/Incorporated,Female,Apartment house (5+ units),57.00301204819277,448000.0,1890.0,17.0
109,Western European,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Male,"Triplex (3 units, any combination)",50.0,345000.0,1860.0,6.0
110,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),57.00301204819277,332000.0,1924.8025078369906,17.0
111,Unknown,Unknown,Unknown or not provided,Unknown,"Duplex (2 units, any combination)",57.00301204819277,291000.0,1904.0,17.0
112,Unknown,Unknown,Unknown or not provided,Unknown,"Triplex (3 units, any combination)",57.00301204819277,198000.0,1900.0,17.0
113,Unknown,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,Condominium,57.00301204819277,175000.0,1986.0,17.0
114,Western European,Married,Unknown or not provided,Male,"Duplex (2 units, any combination)",68.0,669000.0,1830.0,4.0
115,Unknown,Unknown,Trustee,Unknown,Condominium,57.00301204819277,419000.0,1969.0,18.0
116,Western European,Unknown,Single Woman,Female,Single Family Residence,57.00301204819277,211000.0,1956.0,17.0
117,Western European,Unknown,Single Woman,Female,Single Family Residence,57.00301204819277,211000.0,1956.0,17.0
118,Hispanic,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Condominium,45.0,427000.0,2004.0,11.0
119,Unknown,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,"Triplex (3 units, any combination)",57.00301204819277,535000.0,1860.0,17.0
120,Unknown,Unknown,Unknown or not provided,Unknown,Single Family Residence,57.00301204819277,240000.0,1900.0,17.0
121,Western European,Single,Unknown or not provided,Male,Apartment house (5+ units),45.0,535000.0,1924.8025078369906,18.0
122,Unknown,Unknown,Company/Corporation/Incorporated,Unknown,Miscellaneous (Residential),57.00301204819277,499000.0,1920.0,18.0
123,Other,Unknown,Unknown or not provided,Unknown,"Triplex (3 units, any combination)",57.0,642000.0,1884.0,17.0
124,Middle Eastern,Single,Joint Tenant/Joint Tenant with right of Survivorship,Male,Single Family Residence,51.0,413000.0,1999.0,16.0
125,Western European,Single,Unknown or not provided,Female,Single Family Residence,53.0,228000.0,1960.0,17.0
126,Western European,Single,Joint Tenant/Joint Tenant with right of Survivorship,Male,"Duplex (2 units, any combination)",53.0,363000.0,1876.0,17.0
127,Western European,Separated,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,60.0,652000.0,1905.0,17.0
128,Western European,Separated,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,60.0,652000.0,1905.0,17.0
129,Western European,Married,Unknown or not provided,Female,Single Family Residence,63.0,261000.0,1924.0,17.0
130,Western European,Married,Unknown or not provided,Female,Single Family Residence,63.0,261000.0,1924.0,17.0
131,East Asian,Separated,Joint Tenant/Joint Tenant with right of Survivorship,Male,Single Family Residence,74.0,258000.0,1986.0,17.0
132,Unknown,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,Condominium,57.00301204819277,524000.0,1886.0,16.448634590377115
133,Unknown,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,Condominium,57.00301204819277,524000.0,1886.0,16.448634590377115
134,Western European,Separated,Joint Tenant/Joint Tenant with right of Survivorship,Male,Single Family Residence,45.0,263000.0,1966.0,17.0
135,Unknown,Unknown,Trust,Unknown,Apartment house (5+ units),57.00301204819277,331000.0,1924.8025078369906,17.0
136,Scandinavian,Single,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,Single Family Residence,39.0,254000.0,1976.0,16.448634590377115
137,Mediterranean,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,58.0,280000.0,1920.0,17.0
138,Scandinavian,Single,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,Single Family Residence,39.0,254000.0,1976.0,16.448634590377115
139,Unknown,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,Single Family Residence,57.00301204819277,270000.0,1889.0,17.0
140,Unknown,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,Single Family Residence,57.00301204819277,270000.0,1889.0,17.0
141,Unknown,Unknown,Trustee,Unknown,Single Family Residence,57.00301204819277,303000.0,1910.0,18.0
142,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,53.0,261000.0,1968.0,17.0
143,Unknown,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,Single Family Residence,57.00301204819277,244000.0,1948.0,17.0
144,Unknown,Unknown,Estate,Unknown,Single Family Residence,57.00301204819277,635000.0,1986.0,17.0
145,Unknown,Unknown,Single Man,Unknown,"Triplex (3 units, any combination)",57.00301204819277,547000.0,1911.0,17.0
146,Unknown,Unknown,Estate,Unknown,Single Family Residence,57.00301204819277,635000.0,1986.0,17.0
147,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,57.00301204819277,229000.0,1997.0,16.448634590377115
148,Western European,Single,Unknown or not provided,Male,Single Family Residence,89.0,216000.0,1900.0,17.0
149,Western European,Married,Unknown or not provided,Female,Single Family Residence,65.0,486000.0,1915.0,17.0
150,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,57.00301204819277,472000.0,1969.0,16.448634590377115
151,Western European,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Female,Condominium,57.00301204819277,227000.0,1890.0,16.448634590377115
152,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,57.00301204819277,341000.0,2007.0,16.448634590377115
153,Eastern European,Single,Unknown or not provided,Male,Condominium,47.0,189000.0,1922.0,16.448634590377115
154,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,57.00301204819277,330000.0,1900.0,16.448634590377115
155,Western European,Single,Unknown or not provided,Unknown,Condominium,52.0,177000.0,1986.0,17.0
156,Middle Eastern,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,Single Family Residence,39.0,243000.0,1951.0,17.0
157,Unknown,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,Condominium,57.00301204819277,195000.0,1890.0,16.448634590377115
158,Western European,Single,Company/Corporation/Incorporated,Male,Single Family Residence,70.0,301000.0,1884.0,18.0
159,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,63.0,326000.0,1925.0,17.0
160,Other,Unknown,Unknown or not provided,Female,Single Family Residence,57.00301204819277,264000.0,1956.0,17.0
161,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,75.0,726000.0,1900.0,4.0
162,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,75.0,726000.0,1900.0,4.0
163,Mediterranean,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,72.0,486000.0,1973.0,17.0
164,Mediterranean,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,72.0,486000.0,1973.0,17.0
165,Western European,Single,Joint Tenant/Joint Tenant with right of Survivorship,Male,Condominium,58.0,508000.0,1833.0,16.448634590377115
166,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,67.0,374000.0,1920.0,17.0
167,Western European,Married,Unknown or not provided,Male,Condominium,73.0,533000.0,1988.0,17.0
168,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,67.0,374000.0,1920.0,17.0
169,Western European,Single,Joint Tenant/Joint Tenant with right of Survivorship,Male,Condominium,58.0,508000.0,1833.0,16.448634590377115
170,Western European,Married,Unknown or not provided,Female,Single Family Residence,77.0,534000.0,1850.0,17.0
171,Western European,Married,Unknown or not provided,Female,Single Family Residence,77.0,534000.0,1850.0,17.0
172,Western European,Married,Unknown or not provided,Female,Single Family Residence,77.0,534000.0,1850.0,17.0
173,Western European,Married,Unknown or not provided,Female,Single Family Residence,77.0,534000.0,1850.0,17.0
174,Central & Southwest Asian,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,"Duplex (2 units, any combination)",37.0,996000.0,1840.0,17.0
175,Central & Southwest Asian,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,"Duplex (2 units, any combination)",37.0,996000.0,1840.0,17.0
176,Western European,Single,Unknown or not provided,Male,Single Family Residence,63.0,564000.0,1991.0,17.0
177,Western European,Single,Joint Tenant/Joint Tenant with right of Survivorship,Female,"Duplex (2 units, any combination)",52.0,538000.0,1889.0,17.0
178,Unknown,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,Single Family Residence,57.00301204819277,717000.0,1890.0,17.0
179,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,57.00301204819277,274000.0,1905.0,16.448634590377115
180,Western European,Single,Joint Tenant/Joint Tenant with right of Survivorship,Male,Single Family Residence,67.0,217000.0,1929.0,6.0
181,Unknown,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,Single Family Residence,57.00301204819277,717000.0,1890.0,17.0
182,Western European,Single,Joint Tenant/Joint Tenant with right of Survivorship,Female,"Duplex (2 units, any combination)",52.0,538000.0,1889.0,17.0
183,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Male,Single Family Residence,67.0,693000.0,1911.0,17.0
184,Western European,Single,Unknown or not provided,Female,Single Family Residence,65.0,263000.0,1958.0,17.0
185,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,Single Family Residence,68.0,316000.0,1960.0,3.0
186,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,75.0,726000.0,1900.0,4.0
187,Mediterranean,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,72.0,486000.0,1973.0,17.0
188,Other,Unknown,Unknown or not provided,Female,Single Family Residence,57.00301204819277,264000.0,1956.0,17.0
189,Western European,Married,Unknown or not provided,Unknown,Single Family Residence,63.0,311000.0,1926.0,17.0
190,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,75.0,726000.0,1900.0,4.0
191,Eastern European,Married,Unknown or not provided,Male,Single Family Residence,67.0,653000.0,1905.0,17.0
192,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,75.0,726000.0,1900.0,4.0
193,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,58.0,441000.0,1997.0,17.0
194,Mediterranean,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,72.0,486000.0,1973.0,17.0
195,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,75.0,726000.0,1900.0,4.0
196,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,75.0,726000.0,1900.0,4.0
197,Eastern European,Married,Unknown or not provided,Male,Single Family Residence,67.0,653000.0,1905.0,17.0
198,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,58.0,441000.0,1997.0,17.0
199,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,Single Family Residence,68.0,316000.0,1960.0,3.0
200,Western European,Single,Unknown or not provided,Female,Single Family Residence,65.0,263000.0,1958.0,17.0
201,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Male,Single Family Residence,67.0,693000.0,1911.0,17.0
202,Western European,Married,Unknown or not provided,Unknown,Single Family Residence,63.0,311000.0,1926.0,17.0
203,Other,Unknown,Unknown or not provided,Female,Single Family Residence,57.00301204819277,264000.0,1956.0,17.0
204,Mediterranean,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,72.0,486000.0,1973.0,17.0
205,Mediterranean,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,72.0,486000.0,1973.0,17.0
206,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,75.0,726000.0,1900.0,4.0
207,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,57.00301204819277,274000.0,1905.0,16.448634590377115
208,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,57.00301204819277,274000.0,1905.0,16.448634590377115
209,Hispanic,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Male,Single Family Residence,49.0,563000.0,1895.0,17.0
210,Western European,Single,Unknown or not provided,Female,"Duplex (2 units, any combination)",74.0,622000.0,1923.0,14.0
211,Jewish,Married,Unknown or not provided,Female,Single Family Residence,71.0,371000.0,1932.0,2.0
212,Eastern European,Single,Unknown or not provided,Female,Single Family Residence,53.0,219000.0,1944.0,17.0
213,Western European,Unknown,Unknown or not provided,Unknown,Condominium,53.0,175000.0,1986.0,16.448634590377115
214,Eastern European,Single,Unknown or not provided,Female,Single Family Residence,53.0,219000.0,1944.0,17.0
215,Jewish,Married,Unknown or not provided,Female,Single Family Residence,71.0,371000.0,1932.0,2.0
216,Western European,Unknown,Unknown or not provided,Unknown,Condominium,53.0,175000.0,1986.0,16.448634590377115
217,Western European,Single,Joint Tenant/Joint Tenant with right of Survivorship,Female,"Duplex (2 units, any combination)",38.0,367000.0,1987.0,17.0
218,Middle Eastern,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Female,"Duplex (2 units, any combination)",46.0,248000.0,1946.0,17.0
219,Unknown,Unknown,Single Woman,Unknown,Condominium,57.00301204819277,203000.0,1985.0,17.0
220,Other,Unknown,Unknown or not provided,Male,Condominium,57.00301204819277,298000.0,1969.0,16.448634590377115
221,Unknown,Unknown,Estate,Unknown,Single Family Residence,57.00301204819277,635000.0,1986.0,17.0
222,Unknown,Unknown,Single Man,Unknown,"Triplex (3 units, any combination)",57.00301204819277,547000.0,1911.0,17.0
223,Other,Unknown,Married Woman,Female,Single Family Residence,57.00301204819277,314000.0,1860.0,17.0
224,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,57.00301204819277,456000.0,2007.0,16.448634590377115
225,Unknown,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,Single Family Residence,57.00301204819277,212000.0,1956.0,17.0
226,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,"Triplex (3 units, any combination)",57.0,404000.0,1900.0,17.0
227,Unknown,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,Single Family Residence,57.00301204819277,278000.0,1947.0,17.0
228,Western European,Married,Married Woman,Female,Single Family Residence,53.0,264000.0,1988.0,17.0
229,Unknown,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,Single Family Residence,57.00301204819277,270000.0,1956.0,17.0
230,Western European,Married,Unknown or not provided,Male,Single Family Residence,53.0,325000.0,1980.0,17.0
231,Unknown,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,Single Family Residence,57.00301204819277,271000.0,2000.0,15.0
232,Unknown,Unknown,Married,Unknown,Condominium,57.00301204819277,204000.0,1890.0,16.448634590377115
233,Mediterranean,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Male,"Duplex (2 units, any combination)",57.00301204819277,1818000.0,1912.0,17.0
234,Western European,Married,Unknown or not provided,Female,Single Family Residence,67.0,371000.0,1948.0,17.0
