,ethnicity,marital_status,owner_type,gender,use,age,bld_val,year_built,roof_age
0,Western European,Married,Unknown or not provided,Female,Single Family Residence,60.0,277000.0,1928.0,32.0
1,Jewish,Married,Husband and wife,Male,Single Family Residence,61.0,474000.0,1966.0,32.0
2,Western European,Married,Husband and wife,Female,Single Family Residence,54.0,1267000.0,2005.0,11.0
3,Western European,Single,Community Property,Female,Single Family Residence,57.0,643000.0,1962.0,32.0
4,Western European,Married,Unknown or not provided,Female,Single Family Residence,60.0,277000.0,1928.0,32.0
5,Western European,Married,Unknown or not provided,Female,Single Family Residence,60.0,277000.0,1928.0,32.0
6,Western European,Single,Community Property,Female,Single Family Residence,57.0,643000.0,1962.0,32.0
7,Western European,Married,Unknown or not provided,Female,Single Family Residence,60.0,277000.0,1928.0,32.0
8,Western European,Married,Unknown or not provided,Female,Single Family Residence,60.0,277000.0,1928.0,32.0
9,Western European,Married,Unknown or not provided,Female,Single Family Residence,60.0,277000.0,1928.0,32.0
10,Western European,Married,Unknown or not provided,Female,Single Family Residence,60.0,277000.0,1928.0,32.0
11,Western European,Married,Unknown or not provided,Female,Single Family Residence,60.0,277000.0,1928.0,32.0
12,Western European,Married,Unknown or not provided,Female,Single Family Residence,60.0,277000.0,1928.0,32.0
13,Western European,Married,Unknown or not provided,Female,Single Family Residence,60.0,277000.0,1928.0,32.0
14,Jewish,Married,Husband and wife,Male,Single Family Residence,61.0,474000.0,1966.0,32.0
15,Western European,Married,Husband and wife,Female,Single Family Residence,54.0,1267000.0,2005.0,11.0
16,Western European,Married,Husband and wife,Female,Single Family Residence,70.0,555000.0,1948.0,32.0
17,Western European,Married,Husband and wife,Female,Single Family Residence,82.0,473000.0,1960.0,15.0
18,Western European,Married,Husband and wife,Female,Single Family Residence,82.0,473000.0,1960.0,15.0
19,Western European,Married,Husband and wife,Female,Single Family Residence,41.0,418000.0,1947.0,32.0
20,Western European,Single,Husband and wife,Female,Single Family Residence,62.0,368000.0,1921.0,32.0
21,Western European,Married,Unknown or not provided,Female,Single Family Residence,55.0,427000.0,1929.0,32.0
22,East Asian,Married,Separate Estate/Property,Female,Single Family Residence,68.0,432000.0,1942.0,32.0
23,East Asian,Married,Separate Estate/Property,Female,Single Family Residence,68.0,432000.0,1942.0,32.0
24,Other,Married,Husband and wife,Female,Single Family Residence,60.0,624000.0,1940.0,33.0
25,Western European,Married,Husband and wife,Male,Single Family Residence,55.0,821000.0,2001.0,14.0
26,Western European,Single,Husband and wife,Female,Single Family Residence,62.0,199000.0,1950.0,23.0
27,Western European,Married,Unknown or not provided,Female,Single Family Residence,96.0,1316000.0,1974.0,12.0
28,Unknown,Unknown,Unknown or not provided,Unknown,"Quadplex (4 Units, Any Combination)",62.3489336492891,851000.0,1999.0,16.0
29,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,62.3489336492891,465000.0,1923.0,33.0
30,Western European,Unknown,Separate Estate/Property,Female,Single Family Residence,41.0,753000.0,1918.0,32.0
31,Western European,Unknown,Separate Estate/Property,Female,Single Family Residence,41.0,753000.0,1918.0,32.0
32,Other,Married,Husband and wife,Male,Single Family Residence,55.0,1192000.0,2008.0,8.0
33,Western European,Single,Unmarried Man,Female,Single Family Residence,60.0,688000.0,1948.0,33.0
34,Mediterranean,Married,Unknown or not provided,Female,Single Family Residence,56.0,506000.0,1947.0,32.0
35,Western European,Married,Husband and wife,Female,Single Family Residence,59.0,695000.0,1955.0,32.0
36,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,62.3489336492891,202000.0,1949.0,13.0
37,Eastern European,Single,Husband and wife,Female,Single Family Residence,59.0,747000.0,1959.0,32.0
38,East Asian,Married,Unknown or not provided,Female,Single Family Residence,73.0,794000.0,1945.0,33.0
39,East Asian,Married,Unknown or not provided,Female,Single Family Residence,73.0,794000.0,1945.0,33.0
40,Other,Married,Husband and wife,Female,Single Family Residence,57.0,568000.0,1907.0,32.0
41,Other,Married,Husband and wife,Male,Single Family Residence,53.0,1527000.0,1939.0,32.0
42,Western European,Married,Husband and wife,Female,Single Family Residence,57.0,716000.0,1928.0,32.0
43,Western European,Married,Husband and wife,Male,Single Family Residence,97.0,628000.0,1930.0,33.0
44,Mediterranean,Married,Husband and wife,Male,Single Family Residence,57.0,1740000.0,1952.0,32.0
45,Eastern European,Married,Husband and wife,Female,Single Family Residence,54.0,1050000.0,1948.0,32.0
46,Western European,Married,Husband and wife,Female,Single Family Residence,52.0,1796000.0,2001.0,14.0
47,Other,Married,Husband and wife,Female,Single Family Residence,48.0,690000.0,1940.0,32.0
48,East Asian,Married,Unknown or not provided,Female,Single Family Residence,73.0,794000.0,1945.0,33.0
49,East Asian,Married,Unknown or not provided,Female,Single Family Residence,73.0,794000.0,1945.0,33.0
50,East Asian,Married,Unknown or not provided,Female,Single Family Residence,73.0,794000.0,1945.0,33.0
51,East Asian,Married,Unknown or not provided,Female,Single Family Residence,73.0,794000.0,1945.0,33.0
52,Other,Married,Husband and wife,Female,Single Family Residence,57.0,568000.0,1907.0,32.0
53,Western European,Married,Husband and wife,Male,Single Family Residence,52.0,434000.0,1938.0,32.0
54,Western European,Married,Husband and wife,Female,Single Family Residence,59.0,1765000.0,2006.0,10.0
55,Western European,Married,Husband and wife,Female,Single Family Residence,52.0,1796000.0,2001.0,14.0
56,Other,Married,Husband and wife,Male,Single Family Residence,53.0,1527000.0,1939.0,32.0
57,East Asian,Married,Unknown or not provided,Female,Single Family Residence,73.0,794000.0,1945.0,33.0
58,Other,Married,Unknown or not provided,Female,Single Family Residence,85.0,856000.0,1931.0,32.0
59,Other,Married,Husband and wife,Female,Single Family Residence,48.0,1362000.0,1937.0,32.0
60,Western European,Married,Husband and wife,Male,Single Family Residence,52.0,434000.0,1938.0,32.0
61,Western European,Married,Husband and wife,Female,Single Family Residence,59.0,1765000.0,2006.0,10.0
62,East Asian,Married,Unknown or not provided,Female,Single Family Residence,73.0,794000.0,1945.0,33.0
63,Western European,Married,Husband and wife,Female,Single Family Residence,57.0,716000.0,1928.0,32.0
64,Other,Married,Husband and wife,Female,Single Family Residence,48.0,1362000.0,1937.0,32.0
65,Western European,Married,Husband and wife,Male,Single Family Residence,97.0,628000.0,1930.0,33.0
66,East Asian,Married,Unknown or not provided,Female,Single Family Residence,73.0,794000.0,1945.0,33.0
67,East Asian,Married,Unknown or not provided,Female,Single Family Residence,73.0,794000.0,1945.0,33.0
68,East Asian,Married,Unknown or not provided,Female,Single Family Residence,73.0,794000.0,1945.0,33.0
69,Mediterranean,Married,Husband and wife,Male,Single Family Residence,57.0,1740000.0,1952.0,32.0
70,Other,Married,Unknown or not provided,Female,Single Family Residence,85.0,856000.0,1931.0,32.0
71,East Asian,Married,Unknown or not provided,Female,Single Family Residence,73.0,794000.0,1945.0,33.0
72,Eastern European,Married,Husband and wife,Female,Single Family Residence,54.0,1050000.0,1948.0,32.0
73,Other,Married,Husband and wife,Female,Single Family Residence,48.0,690000.0,1940.0,32.0
74,Eastern European,Single,Husband and wife,Female,Single Family Residence,59.0,747000.0,1959.0,32.0
75,Other,Single,Unmarried Woman,Female,Single Family Residence,88.0,499000.0,1939.0,32.0
76,Unknown,Unknown,Husband and wife,Unknown,Single Family Residence,62.3489336492891,1385000.0,1988.0,27.0
77,Western European,Unknown,Separate Estate/Property,Male,Condominium,65.0,299000.0,1985.0,23.223021582733814
78,Unknown,Unknown,Separate Estate/Property,Unknown,Condominium,62.3489336492891,234000.0,1960.0,23.223021582733814
79,Western European,Unknown,Unknown or not provided,Male,Condominium,62.3489336492891,695000.0,2009.0,23.223021582733814
80,Unknown,Unknown,Husband and wife,Unknown,Condominium,62.3489336492891,557000.0,2007.0,23.223021582733814
81,African American,Unknown,Husband and wife,Female,Condominium,36.0,506000.0,1991.0,23.223021582733814
82,Western European,Married,Husband and wife,Female,Single Family Residence,50.0,913000.0,1925.0,32.0
83,Western European,Married,Husband and wife,Female,Single Family Residence,50.0,913000.0,1925.0,32.0
84,East Asian,Married,Husband and wife,Female,Single Family Residence,68.0,1190000.0,1940.0,32.0
85,Western European,Single,Married Woman,Female,Single Family Residence,73.0,1284000.0,1909.0,11.0
86,Mediterranean,Single,Husband and wife,Male,Single Family Residence,20.0,1005000.0,1906.0,33.0
87,Jewish,Unknown,Revocable Trust,Male,Single Family Residence,86.0,668000.0,1925.0,32.0
88,Unknown,Unknown,Single Woman,Unknown,Single Family Residence,62.3489336492891,543000.0,1921.0,1.0
89,Unknown,Unknown,Husband and wife,Unknown,Single Family Residence,62.3489336492891,827000.0,1916.0,33.0
90,Western European,Single,Unknown or not provided,Female,Single Family Residence,49.0,724000.0,1953.0,32.0
91,Western European,Single,Unknown or not provided,Female,Single Family Residence,49.0,724000.0,1953.0,32.0
92,Western European,Married,Husband and wife,Female,Single Family Residence,56.0,1413000.0,1928.0,33.0
93,Western European,Single,Unknown or not provided,Female,Single Family Residence,57.0,425000.0,1923.0,33.0
94,Western European,Single,Unknown or not provided,Female,Single Family Residence,49.0,724000.0,1953.0,32.0
95,Western European,Single,Unknown or not provided,Female,Single Family Residence,49.0,724000.0,1953.0,32.0
96,Unknown,Unknown,Husband and wife,Unknown,Single Family Residence,62.3489336492891,827000.0,1916.0,33.0
97,Western European,Single,Unknown or not provided,Female,Single Family Residence,49.0,724000.0,1953.0,32.0
98,Western European,Single,Unknown or not provided,Female,Single Family Residence,49.0,724000.0,1953.0,32.0
99,Western European,Single,Unknown or not provided,Female,Single Family Residence,49.0,724000.0,1953.0,32.0
100,Western European,Married,Husband and wife,Male,Single Family Residence,46.0,341000.0,1953.0,23.0
101,Western European,Single,Separate Estate/Property,Female,Single Family Residence,56.0,234000.0,1923.0,23.0
102,Western European,Married,Husband and wife,Female,Single Family Residence,59.0,460000.0,1955.0,32.0
103,Western European,Married,Unmarried Man,Male,Single Family Residence,44.0,544000.0,1956.0,32.0
104,Western European,Married,Husband and wife,Female,Single Family Residence,59.0,460000.0,1955.0,32.0
105,Other,Married,Husband and wife,Female,Single Family Residence,62.3489336492891,714000.0,1914.0,32.0
106,Western European,Married,Husband and wife,Male,Single Family Residence,49.0,1227000.0,1962.0,16.0
107,Other,Married,Husband and wife,Female,Single Family Residence,62.3489336492891,714000.0,1914.0,32.0
108,Western European,Married,Unmarried Man,Male,Single Family Residence,44.0,544000.0,1956.0,32.0
109,Southeast Asian,Unknown,Unknown or not provided,Male,Single Family Residence,43.0,1054000.0,1953.0,16.0
110,Unknown,Unknown,Unmarried,Unknown,Single Family Residence,62.3489336492891,344000.0,1987.0,17.0
111,Western European,Single,Unmarried,Female,Single Family Residence,53.0,560000.0,1953.0,32.0
112,Western European,Unknown,Husband and wife,Female,Single Family Residence,69.0,452000.0,1925.0,32.0
113,Western European,Married,Husband and wife,Male,Single Family Residence,55.0,821000.0,2001.0,14.0
114,Western European,Married,Husband and wife,Male,Single Family Residence,66.0,679000.0,1951.0,32.0
115,Other,Married,Husband and wife,Female,Single Family Residence,60.0,624000.0,1940.0,33.0
116,Western European,Married,Husband and wife,Male,Single Family Residence,66.0,679000.0,1951.0,32.0
117,Western European,Single,Single / Unmarried,Female,Single Family Residence,64.0,787000.0,1932.0,32.0
118,Western European,Married,Husband and wife,Female,Single Family Residence,65.0,808000.0,1913.0,32.0
119,Jewish,Single,Unknown or not provided,Female,Single Family Residence,20.0,853000.0,1907.0,32.0
120,Western European,Married,Husband and wife,Female,Single Family Residence,65.0,808000.0,1913.0,32.0
121,Jewish,Single,Unknown or not provided,Female,Single Family Residence,20.0,853000.0,1907.0,32.0
122,Western European,Single,Husband and wife,Female,Single Family Residence,43.0,721000.0,2010.0,5.0
123,Western European,Married,Husband and wife,Male,Single Family Residence,63.0,672000.0,1954.0,32.0
124,Other,Married,Husband and wife,Male,Single Family Residence,55.0,1192000.0,2008.0,8.0
125,Western European,Married,Husband and wife,Female,Single Family Residence,60.0,743000.0,1962.0,32.0
126,Western European,Married,Husband and wife,Female,Single Family Residence,56.0,421000.0,1916.0,32.0
127,Western European,Single,Unknown or not provided,Female,Condominium,52.0,542000.0,2001.0,14.0
128,Western European,Married,Husband and wife,Female,Single Family Residence,67.0,594000.0,1927.0,32.0
129,Western European,Married,Husband and wife,Female,Single Family Residence,65.0,913000.0,1965.0,32.0
130,Western European,Married,Husband and wife,Female,Single Family Residence,60.0,743000.0,1962.0,32.0
131,Eastern European,Married,Husband and wife,Female,Single Family Residence,52.0,620000.0,1914.0,32.0
132,Mediterranean,Married,Unknown or not provided,Female,Single Family Residence,56.0,506000.0,1947.0,32.0
133,Eastern European,Married,Husband and wife,Female,Single Family Residence,52.0,620000.0,1914.0,32.0
134,Western European,Single,Unmarried Man,Female,Single Family Residence,60.0,688000.0,1948.0,33.0
135,Western European,Married,Husband and wife,Female,Single Family Residence,59.0,695000.0,1955.0,32.0
136,East Asian,Unknown,Unknown or not provided,Female,Single Family Residence,41.0,653000.0,1987.0,29.0
137,Western European,Unknown,Separate Estate/Property,Female,Single Family Residence,41.0,753000.0,1918.0,32.0
138,Western European,Married,Unknown or not provided,Female,Single Family Residence,57.0,540000.0,1908.0,32.0
139,Other,Single,Separate Estate/Property,Female,Single Family Residence,58.0,545000.0,1910.0,32.0
140,Other,Single,Separate Estate/Property,Female,Single Family Residence,58.0,545000.0,1910.0,32.0
141,Other,Single,Separate Estate/Property,Female,Single Family Residence,58.0,545000.0,1910.0,32.0
142,Western European,Married,Unknown or not provided,Female,Single Family Residence,57.0,540000.0,1908.0,32.0
143,Western European,Married,Unknown or not provided,Female,Single Family Residence,57.0,540000.0,1908.0,32.0
144,Western European,Single,Husband and wife,Female,Single Family Residence,66.0,508000.0,1948.0,32.0
145,Western European,Married,Husband and wife,Male,Single Family Residence,60.0,464000.0,1909.0,32.0
146,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,34.0,464000.0,1937.0,33.0
147,Western European,Married,Husband and wife,Male,Single Family Residence,60.0,464000.0,1909.0,32.0
148,Western European,Married,Unknown or not provided,Male,Single Family Residence,53.0,758000.0,1950.0,32.0
149,Scandinavian,Married,Husband and wife,Female,Single Family Residence,54.0,682000.0,1957.0,33.0
150,Unknown,Unknown,Husband and wife,Unknown,Single Family Residence,62.3489336492891,973000.0,1997.0,18.0
151,Western European,Married,Unknown or not provided,Female,Single Family Residence,51.0,491000.0,1927.0,32.0
152,Western European,Single,Husband and wife,Female,Single Family Residence,66.0,508000.0,1948.0,32.0
153,Western European,Married,Husband and wife,Male,Single Family Residence,60.0,464000.0,1909.0,32.0
154,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,34.0,464000.0,1937.0,33.0
155,Western European,Single,Husband and wife,Female,Single Family Residence,66.0,508000.0,1948.0,32.0
156,Western European,Single,Husband and wife,Female,Single Family Residence,66.0,508000.0,1948.0,32.0
157,Western European,Married,Unknown or not provided,Female,Single Family Residence,59.0,546000.0,1946.0,32.0
158,Unknown,Unknown,Husband and wife,Unknown,Single Family Residence,62.3489336492891,973000.0,1997.0,18.0
159,Western European,Single,Husband and wife,Female,Single Family Residence,66.0,508000.0,1948.0,32.0
160,Western European,Married,Husband and wife,Female,Single Family Residence,68.0,526000.0,1941.0,32.0
161,Western European,Married,Husband and wife,Male,Single Family Residence,60.0,464000.0,1909.0,32.0
162,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,34.0,464000.0,1937.0,33.0
163,Western European,Married,Husband and wife,Male,Single Family Residence,60.0,464000.0,1909.0,32.0
164,Western European,Single,Husband and wife,Female,Single Family Residence,66.0,508000.0,1948.0,32.0
165,Western European,Married,Husband and wife,Male,Single Family Residence,60.0,464000.0,1909.0,32.0
166,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,34.0,464000.0,1937.0,33.0
167,Western European,Married,Husband and wife,Male,Single Family Residence,60.0,464000.0,1909.0,32.0
168,Western European,Single,Husband and wife,Female,Single Family Residence,66.0,508000.0,1948.0,32.0
169,Unknown,Unknown,Separate Estate/Property,Unknown,Single Family Residence,62.3489336492891,461000.0,1929.0,33.0
170,Western European,Married,Husband and wife,Male,Single Family Residence,60.0,464000.0,1909.0,32.0
171,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,34.0,464000.0,1937.0,33.0
172,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,34.0,464000.0,1937.0,33.0
173,Western European,Married,Husband and wife,Female,Single Family Residence,68.0,526000.0,1941.0,32.0
174,Unknown,Unknown,Husband and wife,Unknown,Single Family Residence,62.3489336492891,795000.0,1956.0,32.0
175,Western European,Married,Unknown or not provided,Female,Single Family Residence,59.0,546000.0,1946.0,32.0
176,Western European,Single,Husband and wife,Female,Single Family Residence,66.0,508000.0,1948.0,32.0
177,Western European,Married,Husband and wife,Male,Single Family Residence,60.0,464000.0,1909.0,32.0
178,Western European,Married,Husband and wife,Male,Single Family Residence,60.0,464000.0,1909.0,32.0
179,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,34.0,464000.0,1937.0,33.0
180,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,34.0,464000.0,1937.0,33.0
181,Western European,Single,Husband and wife,Female,Single Family Residence,66.0,508000.0,1948.0,32.0
182,Western European,Married,Husband and wife,Male,Single Family Residence,60.0,464000.0,1909.0,32.0
183,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,34.0,464000.0,1937.0,33.0
184,Western European,Married,Unknown or not provided,Male,Single Family Residence,53.0,758000.0,1950.0,32.0
185,Western European,Married,Unknown or not provided,Female,Single Family Residence,51.0,491000.0,1927.0,32.0
186,Western European,Single,Husband and wife,Female,Single Family Residence,66.0,508000.0,1948.0,32.0
187,Western European,Married,Husband and wife,Male,Single Family Residence,60.0,464000.0,1909.0,32.0
188,Unknown,Unknown,Husband and wife,Unknown,Single Family Residence,62.3489336492891,795000.0,1956.0,32.0
189,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,34.0,464000.0,1937.0,33.0
190,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,34.0,464000.0,1937.0,33.0
191,Scandinavian,Married,Husband and wife,Female,Single Family Residence,54.0,682000.0,1957.0,33.0
192,Western European,Single,Husband and wife,Female,Single Family Residence,66.0,508000.0,1948.0,32.0
193,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,34.0,464000.0,1937.0,33.0
194,Other,Single,Unmarried Man,Male,Single Family Residence,41.0,471000.0,1910.0,32.0
195,Southeast Asian,Single,Unknown or not provided,Female,Single Family Residence,66.0,534000.0,1916.0,33.0
196,Western European,Single,Husband and wife,Female,Single Family Residence,66.0,508000.0,1948.0,32.0
197,Western European,Single,Unmarried,Female,Single Family Residence,64.0,442000.0,1907.0,33.0
198,Scandinavian,Married,Husband and wife,Male,Single Family Residence,82.0,488000.0,1974.0,32.0
199,Central & Southwest Asian,Unknown,Unknown or not provided,Female,Single Family Residence,37.0,501000.0,1920.0,32.0
200,Western European,Separated,Husband and wife,Male,Single Family Residence,54.0,367000.0,1948.0,15.0
201,Western European,Separated,Husband and wife,Male,Single Family Residence,54.0,367000.0,1948.0,15.0
202,Western European,Separated,Husband and wife,Male,Single Family Residence,54.0,367000.0,1948.0,15.0
203,Hispanic,Married,Husband and wife,Female,Single Family Residence,51.0,343000.0,1948.0,33.0
204,Western European,Separated,Husband and wife,Male,Single Family Residence,54.0,367000.0,1948.0,15.0
205,Western European,Married,Separate Estate/Property,Female,Single Family Residence,56.0,376000.0,1912.0,32.0
206,Hispanic,Married,Husband and wife,Female,Single Family Residence,51.0,343000.0,1948.0,33.0
207,Western European,Separated,Husband and wife,Male,Single Family Residence,54.0,367000.0,1948.0,15.0
208,Western European,Separated,Husband and wife,Male,Single Family Residence,54.0,367000.0,1948.0,15.0
209,Western European,Separated,Husband and wife,Male,Single Family Residence,54.0,367000.0,1948.0,15.0
210,Western European,Separated,Husband and wife,Male,Single Family Residence,54.0,367000.0,1948.0,15.0
211,Western European,Separated,Husband and wife,Male,Single Family Residence,54.0,367000.0,1948.0,15.0
212,Other,Single,Unknown or not provided,Female,Single Family Residence,59.0,1053000.0,1968.0,32.0
213,Western European,Single,Separate Estate/Property,Male,Single Family Residence,68.0,321000.0,1931.0,32.0
214,Western European,Separated,Husband and wife,Male,Single Family Residence,54.0,367000.0,1948.0,15.0
215,Western European,Unknown,Unmarried,Male,Single Family Residence,55.0,311000.0,1918.0,32.0
216,Western European,Unknown,Unmarried,Male,Single Family Residence,55.0,311000.0,1918.0,32.0
217,Western European,Unknown,Unmarried,Male,Single Family Residence,55.0,311000.0,1918.0,32.0
218,Other,Married,Husband and wife,Female,Single Family Residence,46.0,1143000.0,1909.0,33.0
219,Western European,Single,Separate Estate/Property,Unknown,Condominium,81.0,446000.0,1920.0,23.223021582733814
220,Western European,Married,Separate Estate/Property,Male,Condominium,62.0,2132000.0,1974.0,23.223021582733814
221,Western European,Married,Single / Unmarried,Male,Single Family Residence,58.0,2299000.0,2005.0,10.0
222,Other,Married,Husband and wife,Female,Single Family Residence,46.0,1143000.0,1909.0,33.0
223,Western European,Married,Separate Estate/Property,Male,Condominium,62.0,2132000.0,1974.0,23.223021582733814
224,Other,Unknown,Unknown or not provided,Female,Single Family Residence,40.0,650000.0,1906.0,32.0
225,Southeast Asian,Unknown,Unknown or not provided,Male,Condominium,62.3489336492891,932000.0,2013.0,2.0
226,Middle Eastern,Single,Single Man,Male,Condominium,37.0,430000.0,1994.0,23.223021582733814
227,Western European,Married,Separate Estate/Property,Female,Condominium,59.0,1133000.0,2005.0,23.223021582733814
228,Middle Eastern,Married,Husband and wife,Male,Single Family Residence,65.0,1357000.0,1914.0,33.0
229,Western European,Married,Unknown or not provided,Female,Single Family Residence,57.0,4841000.0,1913.0,32.0
230,Jewish,Married,Husband and wife,Female,Single Family Residence,59.0,546000.0,1921.0,33.0
231,Middle Eastern,Married,Husband and wife,Male,Single Family Residence,65.0,1357000.0,1914.0,33.0
232,Western European,Single,Unknown or not provided,Female,Single Family Residence,60.0,766000.0,1911.0,33.0
233,Jewish,Married,Husband and wife,Female,Single Family Residence,59.0,546000.0,1921.0,33.0
234,Jewish,Married,Husband and wife,Female,Single Family Residence,59.0,546000.0,1921.0,33.0
235,Jewish,Married,Husband and wife,Female,Single Family Residence,59.0,546000.0,1921.0,33.0
236,Western European,Married,Unknown or not provided,Female,Single Family Residence,57.0,4841000.0,1913.0,32.0
237,Western European,Single,Separate Estate/Property,Female,Single Family Residence,62.0,449000.0,2001.0,14.0
238,Western European,Married,Husband and wife,Female,Single Family Residence,99.0,982000.0,1925.0,33.0
239,Jewish,Married,Husband and wife,Female,Single Family Residence,59.0,546000.0,1921.0,33.0
240,Western European,Married,Unknown or not provided,Female,Single Family Residence,54.0,517000.0,1991.0,24.0
241,Polynesian,Separated,Husband and wife,Male,Single Family Residence,49.0,447000.0,1969.0,32.0
242,Western European,Married,Unknown or not provided,Female,Single Family Residence,54.0,517000.0,1991.0,24.0
243,Polynesian,Separated,Husband and wife,Male,Single Family Residence,49.0,447000.0,1969.0,32.0
244,Jewish,Married,Husband and wife,Male,Single Family Residence,59.0,388000.0,1949.0,32.0
245,Western European,Single,Unknown or not provided,Female,Single Family Residence,49.0,724000.0,1953.0,32.0
246,Other,Married,Husband and wife,Male,Single Family Residence,78.0,621000.0,1901.0,33.0
247,Western European,Married,Unknown or not provided,Female,Single Family Residence,52.0,1564000.0,2008.0,7.0
248,Unknown,Unknown,Husband and wife,Unknown,Single Family Residence,62.3489336492891,827000.0,1916.0,33.0
249,East Asian,Single,Single Woman,Female,Condominium,48.0,480000.0,2004.0,23.223021582733814
250,East Asian,Married,Husband and wife,Female,Single Family Residence,41.0,552000.0,1914.0,32.0
251,Unknown,Unknown,Husband and wife,Unknown,Single Family Residence,62.3489336492891,827000.0,1916.0,33.0
252,Unknown,Unknown,Single Woman,Unknown,Single Family Residence,62.3489336492891,543000.0,1921.0,1.0
253,Western European,Single,Unknown or not provided,Female,Single Family Residence,49.0,724000.0,1953.0,32.0
254,Other,Unknown,Husband and wife,Female,Single Family Residence,62.3489336492891,745000.0,1988.0,27.0
255,Western European,Married,Husband and wife,Unknown,Single Family Residence,62.3489336492891,905000.0,1914.0,32.0
256,Western European,Married,Unknown or not provided,Female,Single Family Residence,52.0,1564000.0,2008.0,7.0
257,Other,Married,Husband and wife,Male,Single Family Residence,78.0,621000.0,1901.0,33.0
258,Western European,Single,Unknown or not provided,Female,Single Family Residence,49.0,724000.0,1953.0,32.0
259,Unknown,Unknown,Husband and wife,Unknown,Single Family Residence,62.3489336492891,827000.0,1916.0,33.0
260,Other,Unknown,Husband and wife,Female,Single Family Residence,62.3489336492891,745000.0,1988.0,27.0
261,Unknown,Unknown,Husband and wife,Unknown,Single Family Residence,62.3489336492891,827000.0,1916.0,33.0
262,Western European,Single,Unknown or not provided,Female,Single Family Residence,57.0,425000.0,1923.0,33.0
263,Western European,Single,Unknown or not provided,Female,Single Family Residence,49.0,724000.0,1953.0,32.0
264,Western European,Married,Husband and wife,Unknown,Single Family Residence,62.3489336492891,905000.0,1914.0,32.0
265,Western European,Single,Unknown or not provided,Female,Single Family Residence,49.0,724000.0,1953.0,32.0
266,Western European,Married,Husband and wife,Female,Single Family Residence,56.0,1413000.0,1928.0,33.0
267,Unknown,Unknown,Husband and wife,Unknown,Single Family Residence,62.3489336492891,1020000.0,2000.0,15.0
268,Western European,Separated,Husband and wife,Female,Single Family Residence,54.0,628000.0,1925.0,32.0
269,Western European,Single,Unmarried,Female,Single Family Residence,46.0,602000.0,1926.0,32.0
270,Eastern European,Unknown,Unknown or not provided,Female,Single Family Residence,75.0,826000.0,1909.0,32.0
271,Western European,Single,Husband and wife,Female,Single Family Residence,51.0,652000.0,1912.0,32.0
272,Eastern European,Single,Single / Unmarried,Female,Single Family Residence,52.0,623000.0,1916.0,33.0
273,Western European,Married,Unknown or not provided,Male,Condominium,50.0,410000.0,1900.0,23.223021582733814
274,Eastern European,Single,Unknown or not provided,Female,Single Family Residence,88.0,695000.0,1919.0,32.0
275,Eastern European,Single,Unknown or not provided,Female,Single Family Residence,88.0,695000.0,1919.0,32.0
276,Western European,Married,Husband and wife,Male,Single Family Residence,65.0,734000.0,1928.0,33.0
277,Mediterranean,Separated,Unknown or not provided,Female,Single Family Residence,49.0,488000.0,1921.0,32.0
278,Western European,Married,Husband and wife,Female,Single Family Residence,57.0,1985000.0,2006.0,10.0
279,Eastern European,Married,Husband and wife,Female,Single Family Residence,60.0,1547000.0,1926.0,32.0
280,Western European,Married,Husband and wife,Female,Single Family Residence,53.0,1435000.0,2008.0,8.0
281,Western European,Married,Husband and wife,Female,Single Family Residence,53.0,1076000.0,1942.0,33.0
282,Western European,Single,Unknown or not provided,Female,Single Family Residence,57.0,576000.0,1941.0,32.0
283,East Asian,Married,Husband and wife,Female,Single Family Residence,54.0,1349000.0,1940.0,32.0
284,Mediterranean,Separated,Unknown or not provided,Female,Single Family Residence,49.0,488000.0,1921.0,32.0
285,Western European,Married,Husband and wife,Female,Single Family Residence,64.0,1278000.0,1941.0,10.0
286,Scandinavian,Married,Husband and wife,Male,Single Family Residence,51.0,974000.0,1939.0,32.0
287,Eastern European,Married,Husband and wife,Female,Single Family Residence,52.0,1234000.0,1928.0,32.0
288,Western European,Married,Husband and wife,Male,Single Family Residence,60.0,1268000.0,1933.0,32.0
289,Unknown,Unknown,Unmarried,Unknown,Condominium,62.3489336492891,294000.0,2004.0,23.223021582733814
290,Western European,Married,Husband and wife,Male,Single Family Residence,65.0,734000.0,1928.0,33.0
291,Western European,Married,Husband and wife,Male,Single Family Residence,50.0,5555000.0,1917.0,4.0
292,Other,Married,Husband and wife,Female,Single Family Residence,58.0,1266000.0,1941.0,33.0
293,Western European,Married,Unmarried Man,Male,Single Family Residence,91.0,693000.0,1956.0,33.0
